level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1489	2105	-1	
2	1	1	0	0	0	613	23	263	27	-1	
3	1	1	1	0	0	613	23	263	27	-1	
4	1	1	1	1	0	613	23	263	27	-1	
5	1	1	1	1	1	613	23	136	27	96.403984	PERFECT
5	1	1	1	1	2	758	23	118	27	96.607765	WOMEN
2	1	2	0	0	0	443	158	66	44	-1	
3	1	2	1	0	0	443	158	66	44	-1	
4	1	2	1	1	0	443	158	66	44	-1	
5	1	2	1	1	1	443	158	66	44	0.000000	LV)
2	1	3	0	0	0	684	157	60	38	-1	
3	1	3	1	0	0	684	157	60	38	-1	
4	1	3	1	1	0	684	157	60	38	-1	
5	1	3	1	1	1	684	157	60	38	9.072586	@})
2	1	4	0	0	0	358	221	91	14	-1	
3	1	4	1	0	0	358	221	91	14	-1	
4	1	4	1	1	0	358	221	91	14	-1	
5	1	4	1	1	1	358	221	41	14	92.161377	REPS
5	1	4	1	1	2	407	227	2	6	92.161377	/
5	1	4	1	1	3	418	221	31	14	96.435303	SET
2	1	5	0	0	0	512	229	1	6	-1	
3	1	5	1	0	0	512	229	1	6	-1	
4	1	5	1	1	0	512	229	1	6	-1	
5	1	5	1	1	1	512	229	1	6	0.000000	'
2	1	6	0	0	0	512	219	1	6	-1	
3	1	6	1	0	0	512	219	1	6	-1	
4	1	6	1	1	0	512	219	1	6	-1	
5	1	6	1	1	1	512	219	1	6	10.691422	'
2	1	7	0	0	0	525	215	519	31	-1	
3	1	7	1	0	0	525	215	519	31	-1	
4	1	7	1	1	0	525	215	519	31	-1	
5	1	7	1	1	1	525	224	7	7	64.220116	*
5	1	7	1	1	2	545	215	75	31	93.297981	hinge,
5	1	7	1	1	3	631	215	127	31	92.641655	single-leg
5	1	7	1	1	4	769	215	67	29	93.262711	work,
5	1	7	1	1	5	848	215	77	31	92.047073	glutes
5	1	7	1	1	6	936	215	43	24	97.010941	and
5	1	7	1	1	7	991	222	53	17	96.563377	core
2	1	8	0	0	0	612	265	5	4	-1	
3	1	8	1	0	0	612	265	5	4	-1	
4	1	8	1	1	0	612	265	5	4	-1	
5	1	8	1	1	1	612	265	5	4	77.056023	=
2	1	9	0	0	0	309	264	177	24	-1	
3	1	9	1	0	0	309	264	177	24	-1	
4	1	9	1	1	0	309	264	177	24	-1	
5	1	9	1	1	1	309	264	95	24	44.912498	“SETS
5	1	9	1	1	2	358	251	14	53	52.401138	BY
5	1	9	1	1	3	380	251	39	53	63.045956	WEEK:
5	1	9	1	1	4	423	267	29	21	63.045956	WEEK
5	1	9	1	1	5	481	265	5	23	85.782822	=
2	1	10	0	0	0	607	264	240	28	-1	
3	1	10	1	0	0	607	264	240	28	-1	
4	1	10	1	1	0	607	264	240	28	-1	
5	1	10	1	1	1	607	274	8	12	78.288086	=
5	1	10	1	1	2	621	269	21	14	78.288086	2-3
5	1	10	1	1	3	642	266	48	22	65.496994	SETS+
5	1	10	1	1	4	695	264	49	23	86.090500	WEEKS
5	1	10	1	1	5	748	266	47	19	92.788635	3-8
5	1	10	1	1	6	777	260	6	36	92.788635	=
5	1	10	1	1	7	789	260	6	36	88.134125	3
5	1	10	1	1	8	800	264	47	28	0.000000	SETS
2	1	11	0	0	0	83	289	151	25	-1	
3	1	11	1	0	0	83	289	151	25	-1	
4	1	11	1	1	0	83	289	151	25	-1	
5	1	11	1	1	1	83	298	8	16	89.420059	7
5	1	11	1	1	2	103	289	131	25	78.709572	EXERUISES
2	1	12	0	0	0	502	299	60	7	-1	
3	1	12	1	0	0	502	299	60	7	-1	
4	1	12	1	1	0	502	299	60	7	-1	
5	1	12	1	1	1	502	299	60	7	40.096378	SATS
2	1	13	0	0	0	730	303	63	13	-1	
3	1	13	1	0	0	730	303	63	13	-1	
4	1	13	1	1	0	730	303	63	13	-1	
5	1	13	1	1	1	730	303	17	13	87.458092	12
5	1	13	1	1	2	753	303	40	13	87.458092	REPS
2	1	14	0	0	0	164	380	366	20	-1	
3	1	14	1	0	0	164	380	366	20	-1	
4	1	14	1	1	0	164	380	366	20	-1	
5	1	14	1	1	1	164	380	120	20	96.355537	DUMBBELL
5	1	14	1	1	2	292	380	123	20	92.489548	ROMANIAN
5	1	14	1	1	3	423	380	107	20	92.489548	DEADLIFT
2	1	15	0	0	0	893	374	509	54	-1	
3	1	15	1	0	0	893	374	509	54	-1	
4	1	15	1	1	0	893	374	509	54	-1	
5	1	15	1	1	1	893	343	178	109	76.277336	an
5	1	15	1	1	2	1134	374	268	54	0.000000	=
2	1	16	0	0	0	164	440	520	20	-1	
3	1	16	1	0	0	164	440	520	20	-1	
4	1	16	1	1	0	164	440	520	20	-1	
5	1	16	1	1	1	164	440	39	16	96.192406	Push
5	1	16	1	1	2	209	440	25	16	96.845032	the
5	1	16	1	1	3	241	440	33	20	96.845032	hips
5	1	16	1	1	4	281	440	41	18	95.468811	back,
5	1	16	1	1	5	329	440	38	20	95.468811	keep
5	1	16	1	1	6	373	440	25	16	96.241333	the
5	1	16	1	1	7	404	441	43	19	96.964874	spine
5	1	16	1	1	8	454	440	34	20	96.646988	long
5	1	16	1	1	9	495	440	29	16	96.971893	and
5	1	16	1	1	10	531	440	33	16	96.732071	load
5	1	16	1	1	11	571	440	25	16	96.745750	the
5	1	16	1	1	12	603	440	81	20	95.820587	hamstring
2	1	17	0	0	0	728	441	67	14	-1	
3	1	17	1	0	0	728	441	67	14	-1	
4	1	17	1	1	0	728	441	67	14	-1	
5	1	17	1	1	1	728	441	27	14	92.703186	12/
5	1	17	1	1	2	762	441	33	13	96.645943	SIDE
2	1	18	0	0	0	164	536	179	20	-1	
3	1	18	1	0	0	164	536	179	20	-1	
4	1	18	1	1	0	164	536	179	20	-1	
5	1	18	1	1	1	164	536	98	20	93.295837	REVERSE
5	1	18	1	1	2	271	536	72	20	92.288597	LUNGE
2	1	19	0	0	0	893	530	509	54	-1	
3	1	19	1	0	0	893	530	509	54	-1	
4	1	19	1	1	0	893	530	509	54	-1	
5	1	19	1	1	1	889	499	155	109	44.510956	ax
5	1	19	1	1	2	1134	530	268	54	18.587814	=
2	1	20	0	0	0	163	596	508	21	-1	
3	1	20	1	0	0	163	570	673	47	-1	
4	1	20	1	1	0	163	596	508	21	-1	
5	1	20	1	1	1	163	596	37	21	96.714386	Step
5	1	20	1	1	2	206	596	39	16	96.840042	back
5	1	20	1	1	3	251	596	45	16	96.753090	under
5	1	20	1	1	4	301	596	62	16	96.102386	control.
5	1	20	1	1	5	371	596	39	16	96.635574	Push
5	1	20	1	1	6	416	596	63	21	96.989510	through
5	1	20	1	1	7	485	596	25	16	96.232071	the
5	1	20	1	1	8	516	596	40	16	96.232071	front
5	1	20	1	1	9	561	596	33	16	95.565025	foot
5	1	20	1	1	10	600	597	16	15	94.483170	to
5	1	20	1	1	11	621	596	50	16	94.483170	stand.
2	1	21	0	0	0	164	692	289	20	-1	
3	1	21	1	0	0	164	692	289	20	-1	
4	1	21	1	1	0	164	692	289	20	-1	
5	1	21	1	1	1	164	692	37	20	96.021492	HIP
5	1	21	1	1	2	208	692	132	20	95.380585	ABDUCTION
5	1	21	1	1	3	349	692	104	20	96.635818	MACHINE
2	1	22	0	0	0	686	710	150	42	-1	
3	1	22	1	0	0	686	710	150	42	-1	
4	1	22	1	1	0	686	710	150	42	-1	
5	1	22	1	1	1	686	710	150	42	46.349758	|
2	1	23	0	0	0	163	752	465	21	-1	
3	1	23	1	0	0	163	752	465	21	-1	
4	1	23	1	1	0	163	752	465	21	-1	
5	1	23	1	1	1	163	752	42	21	95.962151	Open
5	1	23	1	1	2	211	752	24	16	95.962151	the
5	1	23	1	1	3	243	752	46	16	96.998627	knees
5	1	23	1	1	4	297	752	45	16	96.578094	under
5	1	23	1	1	5	347	752	62	16	96.206276	control.
5	1	23	1	1	6	416	752	45	16	96.860596	Avoid
5	1	23	1	1	7	468	752	74	21	96.511337	bouncing
5	1	23	1	1	8	548	752	25	16	96.978477	the
5	1	23	1	1	9	580	752	48	16	96.694450	stack.
2	1	24	0	0	0	164	848	289	20	-1	
3	1	24	1	0	0	164	848	289	20	-1	
4	1	24	1	1	0	164	848	289	20	-1	
5	1	24	1	1	1	164	848	37	20	93.261986	HIP
5	1	24	1	1	2	208	848	132	20	91.806427	ADDUCTION
5	1	24	1	1	3	349	848	104	20	96.373238	MACHINE
2	1	25	0	0	0	893	842	509	54	-1	
3	1	25	1	0	0	893	842	509	54	-1	
4	1	25	1	1	0	893	842	509	54	-1	
5	1	25	1	1	1	893	842	509	54	21.202248	Co:
2	1	26	0	0	0	164	908	305	20	-1	
3	1	26	1	0	0	164	908	305	20	-1	
4	1	26	1	1	0	164	908	305	20	-1	
5	1	26	1	1	1	164	909	41	19	97.003723	Bring
5	1	26	1	1	2	211	908	26	16	96.937256	the
5	1	26	1	1	3	243	908	33	20	96.713181	legs
5	1	26	1	1	4	281	908	69	20	96.713181	together
5	1	26	1	1	5	358	904	43	28	96.197426	under
5	1	26	1	1	6	407	904	62	28	93.183502	control.
2	1	27	0	0	0	163	1004	192	20	-1	
3	1	27	1	0	0	163	1004	192	20	-1	
4	1	27	1	1	0	163	1004	192	20	-1	
5	1	27	1	1	1	163	1004	71	20	93.052170	GLUTE
5	1	27	1	1	2	243	1004	112	20	96.348289	KICKBACK
2	1	28	0	0	0	893	998	509	54	-1	
3	1	28	1	0	0	893	998	509	54	-1	
4	1	28	1	1	0	893	998	509	54	-1	
5	1	28	1	1	1	889	967	155	109	52.297283	am
5	1	28	1	1	2	1134	998	268	54	14.496414	=
2	1	29	0	0	0	164	1064	487	21	-1	
3	1	29	1	0	0	164	1064	487	21	-1	
4	1	29	1	1	0	164	1064	487	21	-1	
5	1	29	1	1	1	164	1065	39	20	96.991638	Keep
5	1	29	1	1	2	209	1064	25	16	97.000885	the
5	1	29	1	1	3	241	1064	47	21	96.928879	pelvis
5	1	29	1	1	4	293	1064	51	16	96.850037	stable
5	1	29	1	1	5	350	1064	28	16	96.591827	and
5	1	29	1	1	6	385	1064	38	16	96.804817	drive
5	1	29	1	1	7	430	1064	25	16	96.804817	the
5	1	29	1	1	8	461	1064	23	21	96.377174	leg
5	1	29	1	1	9	491	1064	39	16	96.984116	back
5	1	29	1	1	10	535	1064	34	16	96.550926	with
5	1	29	1	1	11	576	1064	24	16	93.281540	the
5	1	29	1	1	12	606	1064	45	21	92.694176	glute.
2	1	30	0	0	0	164	1161	110	19	-1	
3	1	30	1	0	0	164	1161	110	19	-1	
4	1	30	1	1	0	164	1161	110	19	-1	
5	1	30	1	1	1	164	1161	58	19	96.332664	DEAD
5	1	30	1	1	2	230	1161	44	19	96.545151	BUG
2	1	31	0	0	0	686	1128	150	42	-1	
3	1	31	1	0	0	686	1128	150	42	-1	
4	1	31	1	1	0	686	1128	150	42	-1	
5	1	31	1	1	1	686	1128	150	42	33.193214	Gey
2	1	32	0	0	0	164	1220	570	21	-1	
3	1	32	1	0	0	164	1220	570	21	-1	
4	1	32	1	1	0	164	1220	570	21	-1	
5	1	32	1	1	1	164	1220	53	17	96.974930	Extend
5	1	32	1	1	2	225	1221	70	20	96.832733	opposite
5	1	32	1	1	3	301	1225	31	12	95.149757	arm
5	1	32	1	1	4	338	1220	30	17	95.149757	and
5	1	32	1	1	5	375	1220	23	21	96.322235	leg
5	1	32	1	1	6	404	1220	42	17	96.810028	while
5	1	32	1	1	7	453	1221	62	20	96.810028	keeping
5	1	32	1	1	8	521	1220	25	17	96.995667	the
5	1	32	1	1	9	553	1220	44	17	96.944328	lower
5	1	32	1	1	10	603	1220	40	17	96.898575	back
5	1	32	1	1	11	647	1220	87	17	95.733582	controlled.
2	1	33	0	0	0	163	1316	205	21	-1	
3	1	33	1	0	0	163	1316	205	21	-1	
4	1	33	1	1	0	163	1316	205	21	-1	
5	1	33	1	1	1	163	1316	121	21	96.400497	STANDARD
5	1	33	1	1	2	292	1316	76	21	95.332268	PLANK
2	1	34	0	0	0	893	1310	509	55	-1	
3	1	34	1	0	0	893	1310	509	55	-1	
4	1	34	1	1	0	893	1310	509	55	-1	
5	1	34	1	1	1	893	1310	509	55	46.297821	aD
5	1	34	1	1	2	1134	1280	110	109	35.194946	=
2	1	35	0	0	0	353	1381	445	13	-1	
3	1	35	1	0	0	353	1381	445	13	-1	
4	1	35	1	1	0	353	1381	445	13	-1	
5	1	35	1	1	1	353	1381	25	13	94.739868	THE
5	1	35	1	1	2	382	1381	55	13	96.245636	NUMBER
5	1	35	1	1	3	442	1381	35	13	96.346191	NEXT
5	1	35	1	1	4	480	1381	16	13	96.346191	TO
5	1	35	1	1	5	502	1381	34	13	96.698715	EACH
5	1	35	1	1	6	541	1381	61	13	91.115570	EXERCISE
5	1	35	1	1	7	606	1381	13	13	78.301392	IS
5	1	35	1	1	8	623	1381	25	13	96.414253	THE
5	1	35	1	1	9	654	1377	46	26	92.388741	TARGET
5	1	35	1	1	10	708	1381	60	13	92.067848	REPSPER
5	1	35	1	1	11	773	1381	25	13	92.517151	SET
2	1	36	0	0	0	773	1436	78	14	-1	
3	1	36	1	0	0	773	1436	78	14	-1	
4	1	36	1	1	0	773	1436	78	14	-1	
5	1	36	1	1	1	773	1436	78	14	82.058075	PROGRESS
2	1	37	0	0	0	772	1469	259	16	-1	
3	1	37	1	0	0	772	1469	259	16	-1	
4	1	37	1	1	0	772	1469	259	16	-1	
5	1	37	1	1	1	772	1469	25	13	96.795372	Add
5	1	37	1	1	2	802	1465	42	24	96.114555	weight
5	1	37	1	1	3	852	1469	26	16	96.347717	only
5	1	37	1	1	4	882	1469	34	13	96.347717	when
5	1	37	1	1	5	921	1469	15	13	95.478439	all
5	1	37	1	1	6	941	1470	27	12	95.478439	sets
5	1	37	1	1	7	973	1469	22	13	94.904617	of
5	1	37	1	1	8	1000	1469	7	13	89.135895	12
5	1	37	1	1	9	1011	1472	20	10	89.135895	are
2	1	38	0	0	0	773	1489	65	13	-1	
3	1	38	1	0	0	773	1489	65	13	-1	
4	1	38	1	1	0	773	1489	65	13	-1	
5	1	38	1	1	1	773	1489	65	13	85.529968	controlled.
2	1	39	0	0	0	84	1854	101	17	-1	
3	1	39	1	0	0	84	1854	101	17	-1	
4	1	39	1	1	0	84	1854	101	17	-1	
5	1	39	1	1	1	84	1854	101	17	95.252136	WARM-UP
2	1	40	0	0	0	540	1854	51	17	-1	
3	1	40	1	0	0	540	1854	51	17	-1	
4	1	40	1	1	0	540	1854	51	17	-1	
5	1	40	1	1	1	540	1854	51	17	96.672760	REST
2	1	41	0	0	0	996	1854	107	17	-1	
3	1	41	1	0	0	996	1854	107	17	-1	
4	1	41	1	1	0	996	1854	107	17	-1	
5	1	41	1	1	1	996	1854	107	17	96.604919	PROGRESS
2	1	42	0	0	0	84	1892	137	21	-1	
3	1	42	1	0	0	84	1892	137	21	-1	
4	1	42	1	1	0	84	1892	137	21	-1	
5	1	42	1	1	1	84	1893	9	15	51.673473	5
5	1	42	1	1	2	99	1893	27	15	94.592133	min
5	1	42	1	1	3	134	1892	34	21	95.274879	light
5	1	42	1	1	4	173	1892	48	16	93.262550	cardio
2	1	43	0	0	0	540	1893	76	15	-1	
3	1	43	1	0	0	540	1893	76	15	-1	
4	1	43	1	1	0	540	1893	76	15	-1	
5	1	43	1	1	1	540	1893	43	15	96.645836	60-75
5	1	43	1	1	2	588	1896	28	12	96.676285	sec
2	1	44	0	0	0	995	1892	328	21	-1	
3	1	44	1	0	0	995	1892	328	21	-1	
4	1	44	1	1	0	995	1892	328	21	-1	
5	1	44	1	1	1	995	1892	31	16	95.819862	Add
5	1	44	1	1	2	1030	1892	54	21	96.544518	weight
5	1	44	1	1	3	1089	1892	32	21	96.499702	only
5	1	44	1	1	4	1126	1892	40	16	96.182159	when
5	1	44	1	1	5	1173	1893	8	15	96.182159	3
5	1	44	1	1	6	1188	1897	8	11	93.696770	x
5	1	44	1	1	7	1201	1893	18	15	93.696770	12
5	1	44	1	1	8	1226	1897	11	11	96.886665	is
5	1	44	1	1	9	1244	1892	79	16	96.682251	controlled
