level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	13	1	1	9	1239	481	13	16	95.160194	is
5	1	13	1	1	10	1258	481	24	16	96.667000	the
2	1	14	0	0	0	904	505	433	20	-1	
3	1	14	1	0	0	904	505	433	20	-1	
4	1	14	1	1	0	904	505	433	20	-1	
5	1	14	1	1	1	904	505	117	20	96.927536	number
5	1	14	1	1	2	965	501	17	28	96.484039	of
5	1	14	1	1	3	988	505	33	20	96.520226	reps
5	1	14	1	1	4	1026	505	32	16	95.863579	PER
5	1	14	1	1	5	1062	505	31	16	93.592567	SET
5	1	14	1	1	6	1099	505	70	20	95.612099	Example:
5	1	14	1	1	7	1177	505	33	16	96.610756	8-12
5	1	14	1	1	8	1217	501	39	28	96.682686	means
5	1	14	1	1	9	1272	505	35	16	96.202431	each
5	1	14	1	1	10	1313	506	24	15	96.202431	set
2	1	15	0	0	0	106	535	100	17	-1	
3	1	15	1	0	0	106	535	100	17	-1	
4	1	15	1	1	0	106	535	100	17	-1	
5	1	15	1	1	1	106	535	59	17	96.701187	Weeks
5	1	15	1	1	2	172	535	34	17	93.065788	3-4:
2	1	16	0	0	0	255	533	221	19	-1	
3	1	16	1	0	0	255	533	221	19	-1	
4	1	16	1	1	0	255	533	221	19	-1	
5	1	16	1	1	1	255	535	26	17	68.371033	2-3
5	1	16	1	1	2	287	536	36	16	96.671822	sets
5	1	16	1	1	3	331	533	19	19	96.940666	of
5	1	16	1	1	4	355	535	39	17	95.054626	each
5	1	16	1	1	5	403	535	73	17	95.054626	exercise
2	1	17	0	0	0	904	529	175	20	-1	
3	1	17	1	0	0	904	529	175	20	-1	
4	1	17	1	1	0	904	529	175	20	-1	
5	1	17	1	1	1	904	529	50	16	96.208961	should
5	1	17	1	1	2	960	529	18	16	96.712402	be
5	1	17	1	1	3	984	529	8	16	96.559448	8
5	1	17	1	1	4	999	530	13	15	92.952377	to
5	1	17	1	1	5	1021	529	15	16	76.003906	12
5	1	17	1	1	6	1042	529	37	20	76.003906	reps.
2	1	18	0	0	0	106	570	100	18	-1	
3	1	18	1	0	0	106	570	100	18	-1	
4	1	18	1	1	0	106	570	100	18	-1	
5	1	18	1	1	1	106	570	59	17	96.621857	Weeks
5	1	18	1	1	2	171	570	35	18	96.790413	5-8:
2	1	19	0	0	0	255	568	204	20	-1	
3	1	19	1	0	0	255	568	204	20	-1	
4	1	19	1	1	0	255	568	204	20	-1	
5	1	19	1	1	1	255	570	9	17	96.933243	3
5	1	19	1	1	2	272	571	34	16	96.700455	sets
5	1	19	1	1	3	314	568	17	19	96.995453	of
5	1	19	1	1	4	338	568	39	19	95.805687	each
5	1	19	1	1	5	386	570	73	18	95.805687	exercise
2	1	20	0	0	0	206	666	184	25	-1	
3	1	20	1	0	0	206	666	184	25	-1	
4	1	20	1	1	0	206	666	184	25	-1	
5	1	20	1	1	1	206	666	95	22	96.864059	GOBLET
5	1	20	1	1	2	309	666	81	25	96.773872	SQUAT
2	1	21	0	0	0	101	667	70	70	-1	
3	1	21	1	0	0	101	667	70	70	-1	
4	1	21	1	1	0	101	667	70	70	-1	
5	1	21	1	1	1	101	667	70	70	87.072090	@
2	1	22	0	0	0	205	714	680	20	-1	
3	1	22	1	0	0	205	714	680	20	-1	
4	1	22	1	1	0	205	714	680	20	-1	
5	1	22	1	1	1	205	714	36	16	93.306252	Feet
5	1	22	1	1	2	246	714	104	16	53.009304	shoulder-wid
5	1	22	1	1	3	354	714	17	16	53.009304	th.
5	1	22	1	1	4	380	714	22	16	96.673470	Sit
5	1	22	1	1	5	407	714	43	16	96.416847	down
5	1	22	1	1	6	457	714	29	16	95.575706	and
5	1	22	1	1	7	493	714	42	16	95.575706	back.
5	1	22	1	1	8	542	714	40	20	96.464378	Keep
5	1	22	1	1	9	589	714	25	16	96.464378	the
5	1	22	1	1	10	620	714	46	16	96.633003	chest
5	1	22	1	1	11	671	718	19	16	96.633003	up
5	1	22	1	1	12	696	714	30	16	96.751694	and
5	1	22	1	1	13	733	714	43	16	96.656494	stand
5	1	22	1	1	14	783	714	34	16	97.003441	with
5	1	22	1	1	15	825	714	60	16	95.416756	control.
2	1	23	0	0	0	981	668	213	63	-1	
3	1	23	1	0	0	981	668	213	63	-1	
4	1	23	1	1	0	981	668	213	63	-1	
5	1	23	1	1	1	981	668	213	63	33.133743	aw
2	1	24	0	0	0	1016	742	89	12	-1	
3	1	24	1	0	0	1016	742	89	12	-1	
4	1	24	1	1	0	1016	742	89	12	-1	
5	1	24	1	1	1	1016	742	32	12	83.022339	REPS
5	1	24	1	1	2	1052	742	25	12	92.656769	PER
5	1	24	1	1	3	1081	742	24	12	92.656769	SET
2	1	25	0	0	0	206	934	400	22	-1	
3	1	25	1	0	0	206	934	400	22	-1	
4	1	25	1	1	0	206	934	400	22	-1	
5	1	25	1	1	1	206	934	131	22	96.630547	DUMBBELL
5	1	25	1	1	2	345	934	134	22	93.288910	ROMANIAN
5	1	25	1	1	3	489	934	117	22	91.792900	DEADLIFT
2	1	26	0	0	0	101	936	70	69	-1	
3	1	26	1	0	0	101	936	70	69	-1	
4	1	26	1	1	0	101	936	70	69	-1	
5	1	26	1	1	1	101	936	70	69	69.277016	@
2	1	27	0	0	0	205	982	636	21	-1	
3	1	27	1	0	0	205	982	636	21	-1	
4	1	27	1	1	0	205	982	636	21	-1	
5	1	27	1	1	1	205	982	39	16	95.971825	Push
5	1	27	1	1	2	252	982	25	16	95.856369	the
5	1	27	1	1	3	283	982	33	21	95.856369	hips
5	1	27	1	1	4	324	982	37	16	96.851837	back
5	1	27	1	1	5	367	982	34	16	96.902046	with
5	1	27	1	1	6	408	978	34	29	95.900375	soft
5	1	27	1	1	7	449	978	49	29	95.340088	knees.
5	1	27	1	1	8	506	982	39	21	96.989540	Keep
5	1	27	1	1	9	553	982	24	16	96.955414	the
5	1	27	1	1	10	584	982	85	16	95.313446	dumbbells
5	1	27	1	1	11	675	982	44	16	94.093994	close
5	1	27	1	1	12	725	982	29	16	94.093994	and
5	1	27	1	1	13	760	982	45	16	95.393951	stand
5	1	27	1	1	14	812	982	29	16	88.469475	tall.
2	1	28	0	0	0	981	936	411	64	-1	
3	1	28	1	0	0	981	936	411	64	-1	
4	1	28	1	1	0	981	936	411	64	-1	
5	1	28	1	1	1	977	932	155	93	35.384705	oe
5	1	28	1	1	2	1248	932	148	93	28.151245	ee
2	1	29	0	0	0	1016	1010	89	12	-1	
3	1	29	1	0	0	1016	1010	89	12	-1	
4	1	29	1	1	0	1016	1010	89	12	-1	
5	1	29	1	1	1	1016	1006	30	24	83.478180	REPS
5	1	29	1	1	2	1054	1010	22	12	92.584633	PER
5	1	29	1	1	3	1081	1010	24	12	92.584633	SET
2	1	30	0	0	0	206	1202	313	22	-1	
3	1	30	1	0	0	206	1202	313	22	-1	
4	1	30	1	1	0	206	1202	313	22	-1	
5	1	30	1	1	1	206	1202	131	22	93.039902	DUMBBELL
5	1	30	1	1	2	345	1202	77	22	92.908577	GLUTE
5	1	30	1	1	3	430	1202	89	22	96.230347	BRIDGE
2	1	31	0	0	0	981	1204	411	64	-1	
3	1	31	1	0	0	981	1204	411	64	-1	
4	1	31	1	1	0	981	1204	411	64	-1	
5	1	31	1	1	1	977	1200	165	94	32.466438	os
5	1	31	1	1	2	1251	1200	142	94	33.663719	ee
2	1	32	0	0	0	205	1250	566	21	-1	
3	1	32	1	0	0	205	1250	566	21	-1	
4	1	32	1	1	0	205	1250	566	21	-1	
5	1	32	1	1	1	205	1250	41	17	94.035461	Drive
5	1	32	1	1	2	252	1250	63	21	94.035461	through
5	1	32	1	1	3	321	1250	25	17	96.709747	the
5	1	32	1	1	4	353	1250	47	17	96.709747	heels.
5	1	32	1	1	5	409	1250	68	21	96.855499	Squeeze
5	1	32	1	1	6	484	1250	24	17	93.169144	the
5	1	32	1	1	7	514	1250	51	21	92.062035	glutes
5	1	32	1	1	8	571	1252	16	15	96.693848	at
5	1	32	1	1	9	592	1250	25	16	96.976089	the
5	1	32	1	1	10	623	1252	25	19	96.705154	top.
5	1	32	1	1	11	661	1250	49	17	96.798386	Lower
5	1	32	1	1	12	716	1250	55	21	96.279274	slowly.
2	1	33	0	0	0	1016	1279	89	11	-1	
3	1	33	1	0	0	1016	1279	89	11	-1	
4	1	33	1	1	0	1016	1279	89	11	-1	
5	1	33	1	1	1	1016	1279	32	11	88.936630	REPS
5	1	33	1	1	2	1052	1279	25	11	85.816566	PER
5	1	33	1	1	3	1081	1279	24	11	85.816566	SET
2	1	34	0	0	0	205	1470	187	22	-1	
3	1	34	1	0	0	205	1470	187	22	-1	
4	1	34	1	1	0	205	1470	187	22	-1	
5	1	34	1	1	1	205	1470	59	22	96.615273	FULL
5	1	34	1	1	2	272	1471	64	21	96.220139	DEAD
5	1	34	1	1	3	344	1470	48	22	96.048820	BUG
2	1	35	0	0	0	101	1472	70	70	-1	
3	1	35	1	0	0	101	1472	70	70	-1	
4	1	35	1	1	0	101	1472	70	70	-1	
5	1	35	1	1	1	101	1472	70	70	85.369942	©
2	1	36	0	0	0	205	1518	590	21	-1	
3	1	36	1	0	0	205	1518	590	21	-1	
4	1	36	1	1	0	205	1518	590	21	-1	
5	1	36	1	1	1	205	1519	55	16	96.654404	Extend
5	1	36	1	1	2	268	1519	23	16	96.648979	the
5	1	36	1	1	3	298	1518	70	21	96.570755	opposite
5	1	36	1	1	4	376	1523	31	12	96.720490	arm
5	1	36	1	1	5	413	1519	29	16	96.720490	and
5	1	36	1	1	6	449	1519	23	20	96.081589	leg
5	1	36	1	1	7	479	1519	53	20	96.150742	slowly.
5	1	36	1	1	8	541	1518	39	21	92.420517	Keep
5	1	36	1	1	9	588	1519	23	16	96.286964	the
5	1	36	1	1	10	619	1519	44	16	96.803040	lower
5	1	36	1	1	11	669	1518	38	17	96.688438	back
5	1	36	1	1	12	713	1518	82	17	79.967766	controlled
2	1	37	0	0	0	1016	1547	89	12	-1	
3	1	37	1	0	0	1016	1547	89	12	-1	
4	1	37	1	1	0	1016	1547	89	12	-1	
5	1	37	1	1	1	1016	1543	32	24	88.655685	REPS
5	1	37	1	1	2	1054	1547	22	12	86.753799	PER
5	1	37	1	1	3	1081	1547	24	12	86.753799	SET
2	1	38	0	0	0	104	1818	50	17	-1	
3	1	38	1	0	0	104	1818	50	17	-1	
4	1	38	1	1	0	104	1818	50	17	-1	
5	1	38	1	1	1	104	1818	50	17	96.832146	REST
2	1	39	0	0	0	556	1818	112	18	-1	
3	1	39	1	0	0	556	1818	112	18	-1	
4	1	39	1	1	0	556	1818	112	18	-1	
5	1	39	1	1	1	556	1818	51	18	96.529419	STOP
5	1	39	1	1	2	614	1818	25	18	94.551270	AT
5	1	39	1	1	3	646	1818	22	17	94.551270	20
2	1	40	0	0	0	1007	1818	105	18	-1	
3	1	40	1	0	0	1007	1818	105	18	-1	
4	1	40	1	1	0	1007	1818	105	18	-1	
5	1	40	1	1	1	1007	1818	105	18	96.838356	PROGRESS
2	1	41	0	0	0	104	1866	253	16	-1	
3	1	41	1	0	0	104	1866	253	16	-1	
4	1	41	1	1	0	104	1866	253	16	-1	
5	1	41	1	1	1	104	1866	42	16	96.208534	45-60
5	1	41	1	1	2	152	1870	26	12	96.949989	sec
5	1	41	1	1	3	184	1866	65	16	93.342628	between
5	1	41	1	1	4	255	1866	42	16	70.435074	sets
5	1	41	1	1	5	290	1862	8	30	70.435074	/
5	1	41	1	1	6	304	1866	53	16	96.799858	rounds
2	1	42	0	0	0	555	1866	257	20	-1	
3	1	42	1	0	0	555	1866	257	20	-1	
4	1	42	1	1	0	555	1866	257	20	-1	
5	1	42	1	1	1	555	1866	35	16	96.714546	Even
5	1	42	1	1	2	596	1866	11	16	96.648445	if
5	1	42	1	1	3	612	1866	16	16	96.353867	all
5	1	42	1	1	4	634	1867	34	15	95.671593	sets
5	1	42	1	1	5	672	1870	24	12	95.671593	are
5	1	42	1	1	6	702	1867	25	15	96.789108	not
5	1	42	1	1	7	732	1866	80	20	96.932564	completed
2	1	43	0	0	0	1006	1866	274	20	-1	
3	1	43	1	0	0	1006	1866	274	20	-1	
4	1	43	1	1	0	1006	1866	274	20	-1	
5	1	43	1	1	1	1006	1866	30	16	80.735367	Add
5	1	43	1	1	2	1042	1870	34	16	95.370140	reps
5	1	43	1	1	3	1081	1866	33	18	96.821777	first,
5	1	43	1	1	4	1120	1866	33	16	95.958572	then
5	1	43	1	1	5	1159	1870	65	12	96.888077	increase
5	1	43	1	1	6	1229	1866	51	20	96.938080	weight
